"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
197;197;;;;;;;;;;;Hersteld;Hersteld;;;;;12-4-2018;12-4-2018;A50;A50;HRL;HRL;;;R1;R1;157,600;157,600;157,500;157,500;ja;ja;ja;ja;;;2;2;2;2;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;198;;;;;;;;;;;Hersteld;Hersteld;;;;;9-4-2018;9-4-2018;A12;A12;HRL;HRL;;;R2;R2;139,320;139,320;;;nee;nee;ja;ja;;;1;1;1;1;"hersteld gat";"hersteld gat";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;199;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;18-4-2018;18-4-2018;A15;A15;HRR;HRR;;;R2;R2;160,875;160,875;;;nee;nee;ja;ja;;;2;2;3;3;"gat bij dwarsscheur";"gat bij dwarsscheur";1;1;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;200;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;18-4-2018;18-4-2018;A15;A15;HRR;HRR;;;R2;R2;160,990;160,990;;;nee;nee;ja;ja;;;2;2;3;3;"gat bij dwarsscheur";"gat bij dwarsscheur";1;1;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;201;;;;;;;;;;;Hersteld;Hersteld;;;;;19-4-2018;19-4-2018;A12;A12;HRR;HRR;;;R2;R2;133,900;133,900;;;ja;ja;ja;ja;;;2;2;3;3;"gat bij voegovergang ";"gat bij voegovergang ";1;1;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;202;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;23-4-2018;23-4-2018;A30;A30;HRR;HRR;a;a;R1;R1;10,200;10,200;;;nee;nee;nee;nee;;;2;2;3;3;"gat in uitvoeger";"gat in uitvoeger";1;1;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;204;;;;;;;;;;;;;;;ON;ON;5-6-2018;5-6-2018;A12;A12;HRL;HRL;d;d;R1;R1;148,800;148,800;;;ja;ja;nee;nee;;;-;-;-;-;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;205;;;;;;;;;;;;;;;ON;ON;6-6-2018;6-6-2018;A12;A12;HRL;HRL;d;d;R1;R1;149,750;149,750;;;ja;ja;nee;nee;;;-;-;-;-;gaten;gaten;2;2;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;206;;;;;;;;;;;;;;;ON;ON;6-6-2018;6-6-2018;A12;A12;HRL;HRL;;;VS;VS;134,850;134,850;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;207;;;;;;;;;;;;;;;800;800;13-6-2018;13-6-2018;A12;A12;HRL;HRL;;;R1;R1;145,200;145,200;145,100;145,100;nee;nee;ja;ja;;;-;-;-;-;gaten;gaten;2;2;;;;;30;30;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;208;;;;;;;;;;;Hersteld;Hersteld;;;800;800;13-6-2018;13-6-2018;A12;A12;HRR;HRR;;;R2;R2;128,600;128,600;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;25;25;"ZOAB TW";"ZOAB TW";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;209;;;;;;;;;;;;;;;800;800;13-6-2018;13-6-2018;A12;A12;HRR;HRR;;;R2;R2;129,000;129,000;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;20;20;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;210;;;;;;;;;;;;;;;ON;ON;6-6-2018;6-6-2018;A15;A15;HRL;HRL;;;R1;R1;131,200;131,200;;;nee;nee;nee;nee;;;-;-;-;-;"grove zoab";"grove zoab";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;211;;;;;;;;;;;;;;;800;800;20-6-2018;20-6-2018;A12;A12;HRR;HRR;;;R2;R2;129,100;129,100;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;50;50;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;212;;;;;;;;;;;;;;;OG;OG;22-6-2018;22-6-2018;A15;A15;HRL;HRL;;;R1-2;R1-2;146,870;146,870;146,850;146,850;nee;nee;nee;nee;;;-;-;-;-;"verzakking van het asfalt";"verzakking van het asfalt";;;;;;;;;ZOAB;ZOAB;;;;;"uitv 10-15-2022
R2 4-30-2019";"uitv 10-15-2022
R2 4-30-2019";;;"De Jong Zuurmond / De jong en Zoon beesd b.v.";"De Jong Zuurmond / De jong en Zoon beesd b.v.";"geen garantie op R1";"geen garantie op R1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;213;;;;;;;;;;;;;;;OG;OG;22-6-2018;22-6-2018;A50;A50;HRL;HRL;;;R2;R2;182,600;182,600;182,500;182,500;nee;nee;ja;ja;;;-;-;-;-;"grote ""rug""asfalt";"grote ""rug""asfalt";;;;;;;;;ZOAB;ZOAB;;;;;11-22-2020;11-22-2020;;;Arcadis_Seigersh;Arcadis_Seigersh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;214;;;;;;;def;def;;;hersteld;hersteld;;;OG;OG;22-6-2018;22-6-2018;A50;A50;HRL;HRL;;;R3;R3;197,300;197,300;;;ja;ja;nee;nee;;;-;-;-;-;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9-10-2018;9-10-2018;;;;;;;;;;;;;;;;;;;;;;;;
215;215;;;;;;;;;;;;;;;OG;OG;22-6-2018;22-6-2018;A50;A50;HRR;HRR;;;R2;R2;155,450;155,450;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;216;;;;;;;;;;;;;;;OG;OG;22-6-2018;22-6-2018;A50;A50;HRR;HRR;;;R2;R2;148,660;148,660;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;9-11-2020;9-11-2020;;;"Combinatie Waalkoppel";"Combinatie Waalkoppel";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;217;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;22-5-2018;22-5-2018;A18;A18;HRL;HRL;;;R1;R1;189,600;189,600;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;218;;;;;;;;;;;;;;;ON;ON;22-5-2018;22-5-2018;A50;A50;HRR;HRR;;;R1-2;R1-2;149,500;149,500;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;219;;;;;;;;;;;;;;;ON;ON;21-5-2018;21-5-2018;A15;A15;HRR;HRR;;;R1;R1;128,600;128,600;;;nee;nee;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;220;;;;;;;;;;;;;;;ON;ON;29-5-2018;29-5-2018;A15;A15;HRR;HRR;;;R2;R2;138,700;138,700;;;nee;nee;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;221;;;;;;;;;;;;;;;ON;ON;20-5-2018;20-5-2018;A50;A50;HRL;HRL;;;VS;VS;153,700;153,700;;;ja;ja;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;222;;;;;;;;;;;CHECK;CHECK;;;ON;ON;21-5-2018;21-5-2018;A50;A50;HRR;HRR;;;VS;VS;131,800;131,800;;;nee;nee;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;223;;;;;;;;;;;;;;;ON;ON;16-6-2018;16-6-2018;A50;A50;HRL;HRL;;;R3;R3;167,400;167,400;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;224;;;;;;;;;;;;;;;ON;ON;16-6-2018;16-6-2018;A15;A15;HRL;HRL;h;h;R1-2;R1-2;155,300;155,300;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;"ZOAB PA";"ZOAB PA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;225;;;;;;;;;;;;;;;ON;ON;17-6-2018;17-6-2018;A15;A15;HRL;HRL;;;R2;R2;156,650;156,650;;;nee;nee;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;226;;;;;;;;;;;;;;;ON;ON;28-5-2018;28-5-2018;A50;A50;HRR;HRR;;;VS;VS;191,700;191,700;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB+;ZOAB+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;227;;;;;;;;;;;;;;;ON;ON;7-6-2018;7-6-2018;A15;A15;HRR;HRR;;;R3;R3;134,300;134,300;;;nee;nee;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;228;;;;;;;;;;;;;;;ON;ON;8-6-2018;8-6-2018;A12;A12;HRR;HRR;;;R1-2;R1-2;128,500;128,500;;;ja;ja;nee;nee;;;-;-;-;-;gat;gat;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;229;;;;;;;;;;;;;;;ON;ON;11-6-2018;11-6-2018;A30;A30;HRL;HRL;;;R2;R2;15,410;15,410;;;nee;nee;nee;nee;;;-;-;-;-;gat;gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;230;;;;;;;;;;;Fotos+advies;Fotos+advies;;;ON;ON;18-6-2018;18-6-2018;A73;A73;HRR;HRR;;;R2;R2;101,158;101,158;101,300;101,300;nee;nee;nee;nee;;;-;-;-;-;boorgaten;boorgaten;5;5;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;231;;;;;;;def;def;;;hersteld;hersteld;;;ON;ON;25-6-2018;25-6-2018;A50;A50;HRL;HRL;;;Invoeger;Invoeger;197,500;197,500;;;ja;ja;nee;nee;;;-;-;-;-;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9-10-2018;9-10-2018;;;;;;;;;;;;;;;;;;;;;;;;
232;232;;;;;;;;;;;;;;;ON;ON;8-6-2018;8-6-2018;A12;A12;HRL;HRL;;;R1;R1;146,300;146,300;144,400;144,400;nee;nee;ja;ja;;;-;-;-;-;gat;gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;233;;;;;;;;;;;;;;;ON;ON;8-6-2018;8-6-2018;A12;A12;HRL;HRL;;;R2;R2;140,200;140,200;138,200;138,200;nee;nee;ja;ja;;;-;-;-;-;gat;gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;234;;;;;;;;;;;;;;;ON;ON;8-6-2018;8-6-2018;A12;A12;HRR;HRR;;;R2;R2;120,900;120,900;129,500;129,500;nee;nee;ja;ja;;;-;-;-;-;gat;gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;235;;;;;;;def;def;;;hersteld;hersteld;;;ON;ON;29-5-2018;29-5-2018;A50;A50;HRL;HRL;;;"R3 - oprit";"R3 - oprit";197,300;197,300;197,750;197,750;ja;ja;nee;nee;;;-;-;-;-;gaten;gaten;3;3;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9-10-2018;9-10-2018;;;;;;;;;;;;;;;;;;;;;;;;
236;236;;;7500094802;7500094802;;;;;;;;;;;ON;ON;27-6-2018;27-6-2018;A50;A50;HRR;HRR;;;R2-3;R2-3;157,200;157,200;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;PA18.770;PA18.770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;237;;;;;;;;;;;;;;;ON;ON;26-6-2018;26-6-2018;A50;A50;HRL;HRL;;;VS-R3;VS-R3;157,900;157,900;;;ja;ja;ja;ja;;;-;-;-;-;brandschade;brandschade;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;238;;;;;;;;;;;;;;;ON;ON;30-6-2018;30-6-2018;A12;A12;HRR;HRR;;;R2;R2;142,900;142,900;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;239;;;;;;;;;;;;;;;ON;ON;30-6-2018;30-6-2018;A73;A73;HRR;HRR;;;R1;R1;110,600;110,600;;;nee;nee;nee;nee;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;240;;;;;;;;;;;;;;;800;800;4-7-2018;4-7-2018;A12;A12;HRL;HRL;;;R1-2;R1-2;147,000;147,000;146,700;146,700;nee;nee;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;241;;;;;;;def;def;;;hersteld;hersteld;;;800;800;5-7-2018;5-7-2018;A50;A50;HRL;HRL;;;Invoeger;Invoeger;197,600;197,600;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9-10-2018;9-10-2018;;;;;;;;;;;;;;;;;;;;;;;;
242;242;;;;;;;;;;;;;;;ON;ON;4-7-2018;4-7-2018;A15;A15;HRL;HRL;;;R2;R2;157,800;157,800;;;nee;nee;ja;ja;;;-;-;-;-;brandschade;brandschade;;;;;;;;;SMA;SMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;243;;;;;;;;;;;;;;;ON;ON;2-7-2018;2-7-2018;A73;A73;HRR;HRR;;;R2;R2;114,600;114,600;;;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;244;;;;;;;;;;;;;;;800;800;11-7-2018;11-7-2018;A12;A12;HRL;HRL;;;R2-3;R2-3;130,000;130,000;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;2;2;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;250;;;;;;;;;;;;;;;ON;ON;11-7-2018;11-7-2018;A50;A50;HRR;HRR;m;m;R2;R2;151,200;151,200;;;ja;ja;ja;ja;;;-;-;-;-;dieslekkage;dieslekkage;;;;;;;;;GA;GA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;251;;;7500089912;7500089912;;;;;;;;;;;OG;OG;16-7-2018;16-7-2018;A50;A50;HRR;HRR;m;m;R2;R2;151,200;151,200;;;ja;ja;ja;ja;;;-;-;-;-;dieslekkage;dieslekkage;;;;;;;;;GA;GA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;252;;;;;;;;;;;;;;;OG;OG;16-7-2018;16-7-2018;A18;A18;HRR;HRR;;;R2;R2;190,600;190,600;;;nee;nee;nee;nee;;;-;-;-;-;"Krasschade schadenummer 7500087030";"Krasschade schadenummer 7500087030";;;;;;;;;DAB;DAB;;;;;18-2-2020;18-2-2020;;;Geomaat;Geomaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;253;;;;;;;;;;;;;;;OG;OG;18-7-2018;18-7-2018;A50;A50;HRR;HRR;m;m;R2-vlucht;R2-vlucht;151,170;151,170;;;ja;ja;ja;ja;;;-;-;-;-;gat;gat;1;1;;;;;;;GA;GA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;254;;;;;;;;;;;;;;;OG;OG;16-7-2018;16-7-2018;A15;A15;HRL;HRL;;;vl;vl;123,250;123,250;123,230;123,230;nee;nee;nee;nee;;;-;-;-;-;"krasschade schadenummer 7500095033";"krasschade schadenummer 7500095033";;;"1 m";"1 m";;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;255;;;;;;;;;;;;;;;OG;OG;16-7-2018;16-7-2018;A50;A50;HRR;HRR;;;R4;R4;148,500;148,500;150,000;150,000;ja;ja;ja;ja;;;-;-;-;-;Glooing;Glooing;;;;;;;;;"ZOAB TW";"ZOAB TW";;;;;9-11-2020;9-11-2020;;;"Combinatie Waalkoppel";"Combinatie Waalkoppel";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;256;;;7500093754;7500093754;;;;;;;Plan;Plan;;;ON;ON;;;A12;A12;HRL;HRL;;;;;132,900;132,900;;;ja;ja;ja;ja;;;-;-;-;-;"Diesel lekkage";"Diesel lekkage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;257;;;7500093482;7500093482;;;;;;;Plan;Plan;;;ON;ON;;;A15;A15;HRR;HRR;;;;;142,400;142,400;;;nee;nee;nee;nee;;;-;-;-;-;"Diesel lekkage";"Diesel lekkage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;258;;;7500093638;7500093638;;;;;;;Plan;Plan;;;ON;ON;;;A50;A50;HRL;HRL;;;;;154,120;154,120;153,970;153,970;ja;ja;ja;ja;;;-;-;-;-;Krasschade;Krasschade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;259;;;;;;;;;;;Plan;Plan;;;800;800;6-8-2018;6-8-2018;A50;A50;HRL;HRL;;;;;200,000;200,000;;;ja;ja;ja;ja;;;;;;;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;260;;;;;;;;;;;Hersteld;Hersteld;;;OG;OG;;;A12;A12;HRL;HRL;;;R1+R2+R3;R1+R2+R3;134,200;134,200;134,200;134,200;ja;ja;ja;ja;;;?;?;?;?;"rafeling + slecht asfalt";"rafeling + slecht asfalt";0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;261;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A12;A12;HRL;HRL;;;R1;R1;145,150;145,150;145,150;145,150;nee;nee;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;262;;;;;;;;;;;Hersteld;Hersteld;;;OG;OG;;;A12;A12;HRL;HRL;;;R3;R3;196,430;196,430;196,430;196,430;;;;;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;263;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A15;A15;HRR;HRR;;;R2;R2;121,350;121,350;121,350;121,350;nee;nee;nee;nee;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;264;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A30;A30;HRL;HRL;;;R1R+2+VL;R1R+2+VL;18,700;18,700;18,700;18,700;nee;nee;nee;nee;;;?;?;?;?;dwarsscheur;dwarsscheur;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;265;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A30;A30;HRL;HRL;;;?;?;18,850;18,850;18,850;18,850;nee;nee;nee;nee;;;?;?;?;?;gaten;gaten;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;266;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A50;A50;HRL;HRL;;;R3;R3;161,800;161,800;161,800;161,800;ja;ja;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;267;;;;;;;;;;;Vervolg?;Vervolg?;;;OG;OG;;;A50;A50;HRL;HRL;;;R3;R3;164,400;164,400;164,400;164,400;ja;ja;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;268;;;;;;;;;;;Hersteld;Hersteld;;;OG;OG;;;A50;A50;HRL;HRL;;;?;?;188,750;188,750;188,750;188,750;ja;ja;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;270;;;;;;;;;;;Hersteld;Hersteld;;;OG;OG;;;A50;A50;HRL;HRL;;;?;?;189,040;189,040;189,040;189,040;ja;ja;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;271;;;;;;;;;;;Hersteld;Hersteld;;;OG;OG;;;A50;A50;HRL;HRL;;;?;?;189,170;189,170;189,170;189,170;ja;ja;ja;ja;;;?;?;?;?;gat;gat;0;0;;;;;;;?;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
